id,yr,worry_cchange,prezjob_envt,prezjob_energy,govprotect,envt1,envt2,econ_v_envt,engy_v_envt,envworry_toxicwst,envworry_radioactivity,gw_understand,gw_serious,gw_laws_econ,fracking,energyserious,energy_shortage,solution_conserv,nucfav,nucsafe,nucfav_area,fav_nuclear,fav_openland,fav_mandateC02,fav_solar,fav_altfuel,fav_mandateC02bus,fav_engylimits,fav_coal,emph_coal,emph_oil,emph_ngas,emph_wind,emph_solar,emph_nuclear,favor_reduce_fossil,envdone_vote,envdone_reduce,envdone_petition,envdone_stocks,envtrust_congress,envtrust_reps,envtrust_dems,pay100more,environmentalist,econ1,econ2,arealive_rec,age,educ,party,jobtype,religion,nucfav_binary,nuclear_target
100387,2017,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not very well,Generally exaggerated,,Oppose,Not at all serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,51.0,Some college,Democrat,,Protestant,,0
100388,2017,,Good job,Good job,About the right amount,Excellent,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,64.0,College Grad only,Lean Republican,,Protestant,,1
100389,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Generally exaggerated,,Favor,Fairly serious,,,,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,38.0,Some college,Republican,,Other Christian,,1
100390,2017,,Good job,Good job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,64.0,College Grad only,Democrat,,Other Christian,,0
100391,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,22.0,College Grad only,Lean Democratic,,Catholic,,1
100392,2017,,Poor job,Good job,Too little,Poor,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,28.0,Post-grad,Democrat,,Other Christian,,1
100393,2017,,Poor job,Poor job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,42.0,College Grad only,Lean Democratic,,Jewish,,0
100394,2017,,Poor job,Poor job,Too little,Good,Getting Better,DK,"Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Generally underestimated,,DK,Very serious,,,,,,Favor,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,74.0,HS or Less,Democrat,,Protestant,,1
100395,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,65.0,Post-grad,Democrat,,Protestant,,0
100396,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Oppose,Fairly serious,,Both Equally (VOL),,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,60.0,Some college,Democrat,,Protestant,,1
100397,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,58.0,HS or Less,Republican,,Other Christian,,0
100398,2017,,Good job,Good job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Generally exaggerated,,Favor,Fairly serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,32.0,HS or Less,Democrat,,Protestant,,1
100399,2017,,Good job,Good job,Too much,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,49.0,Post-grad,Republican,,Catholic,,1
100400,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Oppose,Very serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,69.0,Some college,Democrat,,Other Christian,,1
100401,2017,,Good job,Good job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Gennerally correct,,Favor,Very serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"Yes, Have Done",,,,,,,,DK/REF,25.0,DK/REF,,,REF,,0
100402,2017,,Good job,Good job,Too much,Good,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Favor,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",,,,Oppose,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,74.0,Some college,Republican,,Protestant,,0
100403,2017,,Good job,Good job,Too little,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Not very well,Generally exaggerated,,Oppose,Not at all serious,,,,,,Favor,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,26.0,Some college,Lean Republican,,,,1
100404,2017,,Good job,Good job,Too much,Excellent,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,72.0,College Grad only,Republican,,Protestant,,1
100405,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Very well,Gennerally correct,,Favor,Very serious,,,,,,Oppose,Oppose,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,59.0,Post-grad,Democrat,,Protestant,,0
100406,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Very serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"Yes, Have Done",,,,,,,,Big/Small City,51.0,College Grad only,Lean Democratic,,Protestant,,1
100407,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,24.0,Some college,Lean Democratic,,,,1
100408,2017,,Good job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Neither/Other (VOL),,,Fairly well,Generally exaggerated,,Favor,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,26.0,College Grad only,Republican,,Protestant,,0
100409,2017,,Good job,Good job,Too much,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Fairly serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,70.0,College Grad only,Republican,,Protestant,,1
100412,2017,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Generally underestimated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,48.0,Post-grad,"Independent, no lean",,Catholic,,0
100413,2017,,Good job,Good job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Favor,Very serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,65.0,HS or Less,Lean Democratic,,Other Christian,,0
100414,2017,,Good job,Good job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Gennerally correct,,Favor,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,50.0,Some college,Republican,,Catholic,,0
100415,2017,,Good job,Poor job,About the right amount,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Oppose,Not at all serious,,,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,66.0,HS or Less,Democrat,,Protestant,,0
100416,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Fairly well,Gennerally correct,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,33.0,College Grad only,Democrat,,Atheist,,0
100417,2017,,Poor job,Poor job,Too little,Good,DK,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Oppose,Not at all serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,37.0,Post-grad,Lean Democratic,,,,1
100418,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Not at all serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,46.0,Post-grad,Democrat,,Protestant,,1
100419,2017,,Good job,Good job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally underestimated,,Favor,Very serious,,,,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,64.0,HS or Less,Republican,,Catholic,,1
100420,2017,,Poor job,Poor job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Favor,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,55.0,Some college,Democrat,,Catholic,,1
100421,2017,,Good job,Good job,Too much,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Very serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,60.0,Some college,Lean Republican,,Protestant,,1
100423,2017,,Fair/Mixed (VOL),Good job,Too much,Excellent,Getting Better,Equal Priority (VOL),Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,DK,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,32.0,HS or Less,Lean Republican,,Protestant,,1
100424,2017,,Poor job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Gennerally correct,,Favor,Fairly serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,63.0,College Grad only,Republican,,Protestant,,1
100425,2017,,Good job,Good job,Too much,Excellent,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Gennerally correct,,Oppose,Fairly serious,,,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,27.0,College Grad only,"Independent, no lean",,Catholic,,1
100426,2017,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Very well,Generally underestimated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Oppose,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,64.0,Some college,Democrat,,Protestant,,0
100427,2017,,Good job,Good job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",,,Not very well,Generally underestimated,,Oppose,Fairly serious,,Emphasize more conservation by consumers,,,,Favor,Oppose,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,86.0,Post-grad,Democrat,,Protestant,,1
100428,2017,,Fair/Mixed (VOL),Good job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",REF,,,Fairly well,Generally exaggerated,,Favor,Not at all serious,,,,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,60.0,Some college,Republican,,Protestant,,1
100429,2017,,Good job,Poor job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Favor,Very serious,,,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,83.0,Some college,Democrat,,Protestant,,0
100430,2017,,Poor job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Not very well,Generally exaggerated,,Favor,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Town/Rural Area,29.0,Post-grad,Republican,,Protestant,,1
100431,2017,,Poor job,Poor job,Too much,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Gennerally correct,,Oppose,Fairly serious,,,,,,Oppose,Favor,,Favor,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,DK/REF,28.0,College Grad only,Lean Republican,,REF,,0
100432,2017,,Good job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Favor,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Big/Small City,78.0,Some college,Republican,,Protestant,,1
100433,2017,,Good job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Fairly well,Generally exaggerated,,Oppose,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Oppose,Favor,,Oppose,,,,,,,,,,,,,,,"Yes, Have Done",,,,,,,,Big/Small City,60.0,College Grad only,Republican,,Protestant,,0
100434,2017,,Poor job,Good job,Too much,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,,,Very well,Generally exaggerated,,Favor,Not at all serious,,"Emphasize production of more oil, gas and coal supplies",,,,Favor,Favor,,Oppose,,,,,,,,,,,,,,,"No, Have Not Done",,,,,,,,Suburb of Big/Small City,54.0,College Grad only,Republican,,,,1
